pv_power_kW,ghi_Wm2,temperature_C
0.0000,0.0000,37.5281
0.0000,0.0000,35.7486
0.0000,0.0000,37.3244
0.0000,0.0000,39.1783
0.0000,0.0000,36.6433
0.0000,0.0000,38.2662
0.0000,0.0000,39.1900
0.0000,0.0000,36.5781
0.0000,0.0000,38.7487
0.0000,0.0000,37.4849
0.0000,0.0000,36.0391
0.0000,0.0000,35.9060
0.0000,0.0000,41.0181
11.0086,47.7803,39.6431
22.3658,97.0737,37.7847
33.8017,146.7086,38.7479
45.2674,196.4731,40.3739
56.7139,246.1541,38.0244
68.0921,295.5388,35.3124
79.3534,344.4157,38.6903
90.4494,392.5756,35.2519
101.3327,439.8122,38.2172
111.9567,485.9232,33.8628
122.2759,530.7113,35.3481
132.0189,572.9985,35.5608
141.6090,614.6223,34.6042
150.7658,654.3656,35.6881
159.4502,692.0583,34.2387
167.6250,727.5391,32.0485
175.2551,760.6559,34.2753
182.3079,791.2669,32.2415
188.7532,819.2411,33.7248
194.5633,844.4587,32.3932
199.7134,866.8117,34.1942
200.0000,886.2043,33.2095
200.0000,902.5536,32.9168
200.0000,915.7895,33.8058
200.0000,925.8553,30.6405
200.0000,932.7080,32.5666
200.0000,936.3182,33.3673
200.0000,936.6703,28.9275
200.0000,933.7631,31.2770
200.0000,927.6088,29.6530
200.0000,918.2338,28.5431
200.0000,905.6783,26.1312
200.0000,889.9960,29.0445
200.0000,871.2542,31.5961
195.7324,849.5330,28.5080
190.0628,824.9254,30.2129
183.7525,797.5369,29.1649
176.8285,767.4847,31.5857
169.3204,734.8975,30.1119
161.2604,699.9149,24.9704
152.6830,662.6866,27.1844
143.6249,623.3720,28.4017
134.1250,582.1396,28.9940
124.2238,539.1659,27.6670
113.9639,494.6349,27.4353
103.3891,448.7372,29.7848
92.5446,401.6695,27.1845
81.4771,353.6333,28.7993
70.2338,304.8342,26.2576
58.8629,255.4813,29.1379
47.4131,205.7859,28.1222
35.9334,155.9608,27.7590
24.4729,106.2193,29.0765
13.0758,56.7527,29.2200
1.8274,7.9316,29.3864
0.0000,0.0000,33.1342
0.0000,0.0000,33.4279
0.0000,0.0000,28.7629
0.0000,0.0000,31.9436
0.0000,0.0000,27.4038
0.0000,0.0000,31.4818
0.0000,0.0000,29.0985
0.0000,0.0000,26.5823
0.0000,0.0000,31.1263
0.0000,0.0000,32.9054
0.0000,0.0000,33.7527
0.0000,0.0000,30.5490
0.0000,0.0000,31.7462
0.0000,0.0000,34.2550
0.0000,0.0000,34.7324
0.0000,0.0000,33.5991
0.0000,0.0000,36.0589
0.0000,0.0000,33.4303
0.0000,0.0000,36.9670
0.0000,0.0000,33.2177
0.0000,0.0000,37.4189
0.0000,0.0000,35.7012
0.0000,0.0000,34.2231
0.0000,0.0000,36.1011
0.0000,0.0000,37.2832
0.0000,0.0000,38.6137
0.0000,0.0000,33.8208
0.0000,0.0000,39.5902
0.0000,0.0000,40.6756
0.0000,0.0000,37.9856
0.0000,0.0000,39.9344
0.0000,0.0000,36.9475
0.0000,0.0000,39.2333
0.0000,0.0000,37.9787
0.0000,0.0000,38.9857
0.0000,0.0000,36.8715
0.0000,0.0000,37.7929
0.0000,0.0000,38.2927
0.0000,0.0000,37.4136
0.0000,0.0000,36.4838
0.0000,0.0000,37.5510
10.6346,46.1572,36.4237
22.0048,95.5068,36.2033
33.4546,145.2022,35.7632
44.9343,195.0273,35.6751
56.3947,244.7688,35.8412
67.7868,294.2137,38.8947
79.0618,343.1501,37.6277
90.1713,391.3687,33.5934
101.0679,438.6628,36.4126
111.7048,484.8300,33.3125
122.0366,529.6726,36.0655
131.7826,571.9731,34.5511
141.3847,613.6487,35.9713
150.5529,653.4417,36.4490
159.2482,691.1814,33.9718
167.4332,726.7064,35.5482
175.0728,759.8644,34.5051
182.1344,790.5137,35.5446
188.5876,818.5228,31.0643
194.4050,843.7718,32.6831
199.5616,866.1526,30.1524
200.0000,885.5695,33.7266
200.0000,901.9391,29.0407
200.0000,915.1915,32.3119
200.0000,925.2699,28.6284
200.0000,932.1311,29.9668
200.0000,935.7458,30.0004
200.0000,936.0984,31.6633
200.0000,933.1875,30.3380
200.0000,927.0255,29.2452
200.0000,917.6389,29.3970
200.0000,905.0677,31.4901
200.0000,889.3659,28.3745
200.0000,870.6007,28.5359
195.5756,848.8524,26.1658
189.8989,824.2141,27.5329
183.5807,796.7914,27.1945
176.6481,766.7018,29.6186
169.1306,734.0740,28.7362
161.0606,699.0477,26.4081
152.4725,661.7729,27.2579
143.4031,622.4094,29.6534
133.8913,581.1255,27.8022
123.9778,538.0983,24.4229
113.7051,493.5117,27.5906
103.1171,447.5568,27.8716
92.2592,400.4304,27.1950
81.1778,352.3343,28.2179
69.9205,303.4744,27.9689
58.5354,254.0599,29.2369
47.0713,204.3025,27.3460
35.5773,154.4153,31.3626
24.1026,104.6118,27.9349
12.6922,55.0875,27.9791
1.4297,6.2055,27.6015
0.0000,0.0000,30.7287
0.0000,0.0000,29.6351
0.0000,0.0000,30.8499
0.0000,0.0000,29.5540
0.0000,0.0000,29.4946
0.0000,0.0000,30.6196
0.0000,0.0000,32.6707
0.0000,0.0000,30.4786
0.0000,0.0000,30.1505
0.0000,0.0000,33.6898
0.0000,0.0000,30.2989
0.0000,0.0000,32.1594
0.0000,0.0000,36.3510
0.0000,0.0000,33.9620
0.0000,0.0000,35.0591
0.0000,0.0000,33.5312
0.0000,0.0000,32.0358
0.0000,0.0000,34.4685
0.0000,0.0000,34.2776
0.0000,0.0000,36.8300
0.0000,0.0000,36.5578
0.0000,0.0000,34.8047
0.0000,0.0000,36.5306
0.0000,0.0000,36.0165
0.0000,0.0000,36.9498
0.0000,0.0000,36.0210
0.0000,0.0000,41.4575
0.0000,0.0000,34.8804
0.0000,0.0000,37.5275
0.0000,0.0000,36.0650
0.0000,0.0000,37.0836
0.0000,0.0000,36.1005
0.0000,0.0000,36.9537
0.0000,0.0000,35.8743
0.0000,0.0000,36.9440
0.0000,0.0000,37.8259
0.0000,0.0000,38.6083
0.0000,0.0000,37.3165
0.0000,0.0000,35.9152
0.0000,0.0000,36.1711
0.0000,0.0000,37.0123
10.2479,44.4787,38.5854
21.6062,93.7767,38.4741
33.0954,143.6433,36.7633
44.5894,193.5306,35.4800
56.0642,243.3341,36.9271
67.4705,292.8406,38.3015
78.7595,341.8381,37.5201
89.8829,390.1167,38.7381
100.7931,437.4698,36.7010
111.4432,483.6946,35.4010
121.7879,528.5931,35.6239
131.5372,570.9079,36.1402
141.1515,612.6367,34.9584
150.3315,652.4803,34.8803
159.0378,690.2681,31.2296
167.2332,725.8384,33.7756
174.8825,759.0387,36.4520
181.9531,789.7270,34.5495
188.4146,817.7718,33.6324
194.2394,843.0530,32.0790
199.4025,865.4623,32.7963
200.0000,884.9039,32.8914
200.0000,901.2944,30.7017
200.0000,914.5637,35.7692
200.0000,924.6550,28.6541
200.0000,931.5249,31.6240
200.0000,935.1442,28.5385
200.0000,935.4973,29.0989
200.0000,932.5827,31.6066
200.0000,926.4128,33.3755
200.0000,917.0142,28.9795
200.0000,904.4271,31.1615
200.0000,888.7052,29.2451
200.0000,869.9161,28.0281
195.4115,848.1401,25.9292
189.7276,823.4704,28.5992
183.4014,796.0128,27.1296
176.4599,765.8848,27.5190
168.9328,733.2153,27.7356
160.8525,698.1444,27.7790
152.2534,660.8222,30.3583
143.1725,621.4085,28.5299
133.6486,580.0720,26.7383
123.7225,536.9899,28.5880
113.4366,492.3465,28.3558
102.8351,446.3331,29.6701
91.9634,399.1466,26.4478
80.8679,350.9892,28.2773
69.5962,302.0670,27.9129
58.1966,252.5896,29.5066
46.7179,202.7688,27.7671
35.2093,152.8179,26.8448
23.7199,102.9510,27.2957
12.2959,53.3676,28.4734
1.0191,4.4233,30.4678
0.0000,0.0000,29.0943
0.0000,0.0000,31.7852
0.0000,0.0000,26.8329
0.0000,0.0000,28.7962
0.0000,0.0000,31.7780
0.0000,0.0000,29.8168
0.0000,0.0000,31.1798
0.0000,0.0000,29.5565
0.0000,0.0000,34.2281
0.0000,0.0000,31.7058
0.0000,0.0000,31.7058
0.0000,0.0000,32.3072
0.0000,0.0000,34.3054
0.0000,0.0000,33.6704
0.0000,0.0000,34.5910
0.0000,0.0000,34.4375
0.0000,0.0000,30.0959
0.0000,0.0000,36.3061
0.0000,0.0000,33.5528
0.0000,0.0000,33.8354
0.0000,0.0000,34.6582
0.0000,0.0000,37.7296
0.0000,0.0000,37.2548
0.0000,0.0000,39.0640
0.0000,0.0000,38.4023
0.0000,0.0000,36.1552
0.0000,0.0000,38.2059
0.0000,0.0000,37.7483
0.0000,0.0000,36.3162
0.0000,0.0000,37.7461
0.0000,0.0000,35.7728
0.0000,0.0000,38.1395
0.0000,0.0000,37.0673
0.0000,0.0000,36.6745
0.0000,0.0000,37.9182
0.0000,0.0000,38.7427
0.0000,0.0000,39.6172
0.0000,0.0000,38.4954
0.0000,0.0000,37.5000
0.0000,0.0000,37.8396
0.0000,0.0000,36.4936
9.8485,42.7454,37.7182
21.2213,92.1062,33.9493
32.7242,142.0322,39.0244
44.2329,191.9831,36.4853
55.7223,241.8501,35.2181
67.1431,291.4196,36.1712
78.4465,340.4796,38.2119
89.5841,388.8198,34.9818
100.5081,436.2332,36.3512
111.1719,482.5169,35.9900
121.5297,527.4727,32.9751
131.2825,569.8027,34.6604
140.9093,611.5857,36.2761
150.1013,651.4811,37.6552
158.8189,689.3181,34.2999
167.0249,724.9346,33.0477
174.6842,758.1781,34.7299
181.7640,788.9063,32.9707
188.2339,816.9875,34.6141
194.0663,842.3016,32.4437
199.2361,864.7401,34.4442
200.0000,884.2070,33.7361
200.0000,900.6188,31.1009
200.0000,913.9053,32.3785
200.0000,924.0097,27.0302
200.0000,930.8886,33.7334
200.0000,934.5126,30.0609
200.0000,934.8661,32.1007
200.0000,931.9478,29.3962
200.0000,925.7699,30.3748
200.0000,916.3591,27.8146
200.0000,903.7555,29.4148
200.0000,888.0132,28.3276
200.0000,869.1996,30.3088
195.2399,847.3953,28.0563
189.5486,822.6936,27.1827
183.2141,795.2003,28.4356
176.2636,765.0331,29.2800
168.7268,732.3212,28.1095
160.6360,697.2047,28.6937
152.0257,659.8339,28.0963
142.9330,620.3690,27.0878
133.3967,578.9788,29.4057
123.4577,535.8406,28.3711
113.1585,491.1391,26.4399
102.5432,445.0659,27.5993
91.6573,397.8180,28.2193
80.5474,349.5980,28.3219
69.2611,300.6122,25.0497
57.8466,251.0704,25.8510
46.3530,201.1849,30.3672
34.8294,151.1691,26.9805
23.3251,101.2373,24.6832
11.8872,51.5937,27.1900
0.5958,2.5857,32.1208
0.0000,0.0000,27.8068
0.0000,0.0000,28.0523
0.0000,0.0000,30.3149
0.0000,0.0000,28.0955
0.0000,0.0000,33.4946
0.0000,0.0000,29.0474
0.0000,0.0000,28.9010
0.0000,0.0000,30.5660
0.0000,0.0000,29.8358
0.0000,0.0000,28.9450
0.0000,0.0000,33.8932
0.0000,0.0000,31.1720
0.0000,0.0000,29.2683
0.0000,0.0000,33.2876
0.0000,0.0000,35.7315
0.0000,0.0000,33.8606
0.0000,0.0000,36.2730
0.0000,0.0000,32.9249
0.0000,0.0000,37.4569
0.0000,0.0000,33.2989
0.0000,0.0000,35.5466
0.0000,0.0000,35.7359
0.0000,0.0000,37.5688
0.0000,0.0000,36.3803
0.0000,0.0000,35.3831
0.0000,0.0000,34.7905
0.0000,0.0000,34.4087
0.0000,0.0000,37.4681
0.0000,0.0000,35.7191
0.0000,0.0000,37.8935
0.0000,0.0000,34.5062
0.0000,0.0000,38.1945
0.0000,0.0000,40.9940
0.0000,0.0000,38.2627
0.0000,0.0000,37.6520
0.0000,0.0000,40.5251
0.0000,0.0000,37.7172
0.0000,0.0000,35.0827
0.0000,0.0000,40.0600
0.0000,0.0000,38.1046
0.0000,0.0000,37.9088
9.4366,40.9576,36.8942
20.8241,90.3826,36.6550
32.3411,140.3694,37.3485
43.8647,190.3851,37.0621
55.3690,240.3170,38.4180
66.8047,289.9510,35.5007
78.1228,339.0747,37.3236
89.2749,387.4778,37.5804
100.2132,434.9529,35.0932
110.8908,481.2968,36.7079
121.2620,526.3109,35.8533
131.0186,568.6571,29.9627
140.6582,610.4955,33.1404
149.8622,650.4438,34.2652
158.5914,688.3309,34.7868
166.8083,723.9945,37.4507
174.4778,757.2821,31.5765
181.5669,788.0510,31.7412
188.0454,816.1694,32.5015
193.8855,841.5170,34.1460
199.0622,863.9852,34.4599
200.0000,883.4779,31.5086
200.0000,899.9114,31.4172
200.0000,913.2156,32.9826
200.0000,923.3333,29.5602
200.0000,930.2213,29.8573
200.0000,933.8501,28.3036
200.0000,934.2041,30.4901
200.0000,931.2819,30.9502
200.0000,925.0958,25.5838
200.0000,915.6725,30.1963
200.0000,903.0523,28.9063
200.0000,887.2892,29.3265
200.0000,868.4507,27.0490
195.0607,846.6174,27.0342
189.3618,821.8830,30.1802
183.0190,794.3533,28.6445
176.0593,764.1461,26.6687
168.5125,731.3909,27.4473
160.4109,696.2278,27.2752
151.7893,658.8076,30.9092
142.6845,619.2903,28.6035
133.1356,577.8453,29.3717
123.1834,534.6500,27.4704
112.8705,489.8894,25.9482
102.2412,443.7551,31.7258
91.3409,396.4447,27.8347
80.2162,348.1608,29.0841
68.9150,299.1101,31.8677
57.4854,249.5027,27.1219
45.9766,199.5511,28.8320
34.4377,149.4690,23.9787
22.9181,99.4711,28.7071
11.4661,49.7661,28.8389
0.1597,0.6932,26.1782
0.0000,0.0000,30.2240
0.0000,0.0000,30.0594
0.0000,0.0000,28.1302
0.0000,0.0000,31.0638
0.0000,0.0000,28.8934
0.0000,0.0000,32.0315
0.0000,0.0000,31.0481
0.0000,0.0000,28.9758
0.0000,0.0000,30.6386
0.0000,0.0000,32.5837
0.0000,0.0000,32.6058
0.0000,0.0000,32.4598
0.0000,0.0000,31.4242
0.0000,0.0000,33.2911
0.0000,0.0000,32.0368
0.0000,0.0000,30.8231
0.0000,0.0000,32.8454
0.0000,0.0000,33.5436
0.0000,0.0000,31.5552
0.0000,0.0000,34.7625
0.0000,0.0000,36.0832
0.0000,0.0000,35.3105
0.0000,0.0000,37.5405
0.0000,0.0000,36.8127
0.0000,0.0000,36.2247
0.0000,0.0000,35.7093
0.0000,0.0000,35.6386
0.0000,0.0000,34.9066
0.0000,0.0000,37.4893
0.0000,0.0000,35.3684
0.0000,0.0000,35.9004
0.0000,0.0000,36.9301
0.0000,0.0000,37.1306
0.0000,0.0000,38.6562
0.0000,0.0000,37.6005
0.0000,0.0000,34.0767
0.0000,0.0000,38.6128
0.0000,0.0000,37.4905
0.0000,0.0000,37.0854
0.0000,0.0000,38.1964
0.0000,0.0000,38.4347
9.0123,39.1159,37.8872
20.4149,88.6063,34.9481
31.9461,138.6550,36.6143
43.4850,188.7370,36.3754
55.0045,238.7350,35.5385
66.4554,288.4348,37.8757
77.7885,337.6236,37.5266
88.9553,386.0907,35.6230
99.9081,433.6287,35.9145
110.5998,480.0340,36.4051
120.9848,525.1078,33.3333
130.7453,567.4709,36.2808
140.3979,609.3657,34.7289
149.6143,649.3678,34.5393
158.3553,687.3059,32.9235
166.5833,723.0176,34.6241
174.2630,756.3500,33.7622
181.3617,787.1603,32.7365
187.8490,815.3167,33.2463
193.6969,840.6984,30.3974
198.8806,863.1970,32.2763
200.0000,882.7158,30.7182
200.0000,899.1716,27.5951
200.0000,912.4936,34.3607
200.0000,922.6250,31.4032
200.0000,929.5223,31.9442
200.0000,933.1559,29.0274
200.0000,933.5104,30.2588
200.0000,930.5842,28.0381
200.0000,924.3898,27.5490
200.0000,914.9539,29.7632
200.0000,902.3166,28.0588
200.0000,886.5323,29.1717
199.9108,867.6684,27.2559
194.8736,845.8057,28.0152
189.1672,821.0380,28.5868
182.8158,793.4712,27.9518
175.8466,763.2233,27.8588
168.2897,730.4240,27.6024
160.1772,695.2136,25.4934
151.5440,657.7429,29.5446
142.4269,618.1724,28.4523
132.8651,576.6716,27.2774
122.8995,533.4180,25.0665
112.5728,488.5971,29.3316
101.9291,442.4007,28.3811
91.0141,395.0265,27.8057
79.8745,346.6776,26.8708
68.5580,297.5608,25.8154
57.1131,247.8866,25.3551
45.5887,197.8677,26.1690
34.0343,147.7182,25.6857
22.4992,97.6528,29.4578
11.0328,47.8853,27.7633
0.0000,0.0000,30.5618
0.0000,0.0000,28.4155
0.0000,0.0000,30.3754
0.0000,0.0000,25.8144
0.0000,0.0000,28.8879
0.0000,0.0000,29.3770
0.0000,0.0000,33.0068
0.0000,0.0000,27.2255
0.0000,0.0000,31.5124
0.0000,0.0000,30.2491
0.0000,0.0000,31.3399
0.0000,0.0000,29.2173
0.0000,0.0000,33.7280
0.0000,0.0000,35.3572
0.0000,0.0000,32.2228
0.0000,0.0000,29.6279
0.0000,0.0000,32.5561
0.0000,0.0000,31.7177
0.0000,0.0000,34.2167
0.0000,0.0000,32.0287
0.0000,0.0000,33.4011
0.0000,0.0000,34.4513
0.0000,0.0000,37.8761
0.0000,0.0000,34.7547
0.0000,0.0000,34.6136
0.0000,0.0000,34.1834
0.0000,0.0000,36.5426
0.0000,0.0000,35.2607
0.0000,0.0000,38.6424
0.0000,0.0000,36.4182
0.0000,0.0000,36.7587
0.0000,0.0000,36.5328
0.0000,0.0000,37.5840
0.0000,0.0000,38.1706
0.0000,0.0000,37.4303
0.0000,0.0000,34.9568
0.0000,0.0000,38.1196
0.0000,0.0000,38.5999
0.0000,0.0000,37.5999
0.0000,0.0000,37.3731
0.0000,0.0000,37.0292
0.0000,0.0000,36.0058
8.5757,37.2208,35.8697
19.9936,86.7779,39.1258
31.5394,136.8895,38.6575
43.0938,187.0390,33.6547
54.6288,237.1044,38.1421
66.0951,286.8711,33.3722
77.4435,336.1262,37.2952
88.6254,384.6586,35.1929
99.5929,432.2607,33.6635
110.2990,478.7284,35.0418
120.6980,523.8630,37.7767
130.4626,566.2439,33.8066
140.1283,608.1959,34.6553
149.3574,648.2527,33.6850
158.1103,686.2428,33.8871
166.3496,722.0034,31.5347
174.0399,755.3814,35.3660
181.1483,786.2339,33.4545
187.6444,814.4287,33.4620
193.5003,839.8452,31.3510
198.6911,862.3745,31.0862
200.0000,881.9200,33.2062
200.0000,898.3983,31.3421
200.0000,911.7386,31.9168
200.0000,921.8838,31.8268
200.0000,928.7905,31.1367
200.0000,932.4292,29.9667
200.0000,932.7842,29.3490
200.0000,929.8539,26.6587
200.0000,923.6511,29.7180
200.0000,914.2022,28.9343
200.0000,901.5477,27.8722
200.0000,885.7417,26.6398
199.7227,866.8521,27.0421
194.6787,844.9595,27.7151
188.9644,820.1578,28.2506
182.6043,792.5533,28.1508
175.6256,762.2640,30.3004
168.0583,729.4199,26.6755
159.9348,694.1613,27.5214
151.2897,656.6393,28.2432
142.1602,617.0147,27.8054
132.5853,575.4571,27.5898
122.6061,532.1444,25.8983
112.2652,487.2621,27.2296
101.6070,441.0025,30.4654
90.6770,393.5635,27.8480
79.5222,345.1484,28.2862
68.1902,295.9645,27.4266
56.7296,246.2223,28.0982
45.1895,196.1349,30.0407
33.6192,145.9168,28.0878
22.0684,95.7830,26.4989
10.5873,45.9520,30.0744
0.0000,0.0000,28.1772
0.0000,0.0000,30.0501
0.0000,0.0000,27.2601
0.0000,0.0000,29.2003
0.0000,0.0000,29.9129
0.0000,0.0000,29.1168
0.0000,0.0000,29.9681
0.0000,0.0000,31.1699
0.0000,0.0000,27.2401
0.0000,0.0000,30.0534
0.0000,0.0000,29.7604
0.0000,0.0000,31.6380
0.0000,0.0000,31.8835
0.0000,0.0000,32.8529
0.0000,0.0000,30.9330
0.0000,0.0000,30.7293
0.0000,0.0000,35.7034
0.0000,0.0000,32.2503
0.0000,0.0000,34.5321
0.0000,0.0000,34.3850
0.0000,0.0000,32.2714
0.0000,0.0000,36.0785
0.0000,0.0000,35.6602
0.0000,0.0000,36.2265
0.0000,0.0000,35.2980
0.0000,0.0000,34.5031
0.0000,0.0000,35.6957
0.0000,0.0000,34.9309
0.0000,0.0000,34.7204
0.0000,0.0000,35.0371
0.0000,0.0000,37.4294
0.0000,0.0000,31.9859
0.0000,0.0000,33.4784
0.0000,0.0000,36.8029
0.0000,0.0000,35.9450
0.0000,0.0000,34.7670
0.0000,0.0000,37.0828
0.0000,0.0000,36.3532
0.0000,0.0000,34.8989
0.0000,0.0000,38.3862
0.0000,0.0000,38.2955
0.0000,0.0000,33.9928
8.1269,35.2729,39.0565
19.5604,84.8978,36.2096
31.1209,135.0734,37.3335
42.6912,185.2915,37.9969
54.2420,235.4253,36.2935
65.7239,285.2602,33.2921
77.0878,334.5826,36.2707
88.2850,383.1815,35.0168
99.2675,430.8486,36.3108
109.9883,477.3799,35.0047
120.4016,522.5762,34.5739
130.1704,564.9756,32.9421
139.8495,606.9859,31.2076
149.0914,647.0983,30.2127
157.8565,685.1411,32.7821
166.1072,720.9512,32.3587
173.8081,754.3755,31.9815
180.9264,785.2708,32.8398
187.4315,813.5048,31.7677
193.2956,838.9565,31.1019
198.4935,861.5171,32.6000
200.0000,881.0898,32.6453
200.0000,897.5909,30.8203
200.0000,910.9497,30.1514
200.0000,921.1090,31.5461
200.0000,928.0253,28.9680
200.0000,931.6690,28.5642
200.0000,932.0245,30.2434
200.0000,929.0902,26.6955
200.0000,922.8787,26.6969
200.0000,913.4167,28.0274
200.0000,900.7446,27.5737
200.0000,884.9167,26.5789
199.5266,866.0009,26.5095
194.4756,844.0779,24.9612
188.7533,819.2419,28.6508
182.3844,791.5991,26.1596
175.3961,761.2678,27.0534
167.8183,728.3780,26.9423
159.6834,693.0705,26.7474
151.0264,655.4965,27.6475
141.8842,615.8169,24.3825
132.2961,574.2016,27.0136
122.3030,530.8289,24.6948
111.9477,485.8843,24.7758
101.2747,439.5605,26.7248
90.3296,392.0557,27.6127
79.1593,343.5734,27.6885
67.8116,294.3213,27.4576
56.3351,244.5101,27.3010
44.7790,194.3532,26.5755
33.1927,144.0654,27.8527
21.6007,93.7529,26.7983
10.1299,43.9665,30.8766
0.0000,0.0000,29.1392
0.0000,0.0000,27.2045
0.0000,0.0000,27.1302
0.0000,0.0000,27.6687
0.0000,0.0000,31.6232
0.0000,0.0000,29.7561
0.0000,0.0000,29.7227
0.0000,0.0000,32.3201
0.0000,0.0000,29.6551
0.0000,0.0000,34.8632
0.0000,0.0000,32.9874
0.0000,0.0000,31.8412
0.0000,0.0000,30.6535
0.0000,0.0000,30.4401
0.0000,0.0000,33.1383
0.0000,0.0000,32.0161
0.0000,0.0000,30.8550
0.0000,0.0000,32.7272
0.0000,0.0000,32.0411
0.0000,0.0000,33.7666
0.0000,0.0000,34.8912
0.0000,0.0000,35.0519
0.0000,0.0000,33.3263
0.0000,0.0000,35.3633
0.0000,0.0000,35.0824
0.0000,0.0000,38.4844
0.0000,0.0000,36.0135
0.0000,0.0000,33.7799
0.0000,0.0000,34.2099
0.0000,0.0000,35.8245
0.0000,0.0000,32.5100
0.0000,0.0000,37.0529
0.0000,0.0000,36.7331
0.0000,0.0000,36.8771
0.0000,0.0000,36.6585
0.0000,0.0000,37.6074
0.0000,0.0000,35.6656
0.0000,0.0000,39.0486
0.0000,0.0000,36.8579
0.0000,0.0000,37.4908
0.0000,0.0000,38.9611
0.0000,0.0000,36.5169
7.6660,33.2726,37.5484
19.1155,82.9664,36.5910
30.6909,133.2069,35.9048
42.2772,183.4947,37.8029
53.8440,233.6981,35.9290
65.3419,283.6021,35.3939
76.7216,332.9930,35.2808
87.9343,381.6592,33.9840
98.9320,429.3925,35.6788
109.6677,475.9884,34.6771
120.0954,521.2474,34.3313
129.8686,563.6660,35.0699
139.5614,605.7352,37.5515
148.8163,645.9040,34.5535
157.5936,684.0002,32.7646
165.8559,719.8607,36.2681
173.5677,753.3320,31.4177
180.6960,784.2707,31.9425
187.2102,812.5443,30.3681
193.0825,838.0318,30.9683
198.2878,860.6240,32.6956
200.0000,880.2242,29.1232
200.0000,896.7485,31.8452
200.0000,910.1261,28.4827
200.0000,920.2997,30.5163
200.0000,927.2257,28.4973
200.0000,930.8745,31.4519
200.0000,931.2305,31.2063
200.0000,928.2921,30.5040
200.0000,922.0719,29.2451
200.0000,912.5966,26.8411
200.0000,899.9067,28.8075
200.0000,884.0566,27.4124
199.3223,865.1141,28.9297
194.2642,843.1604,25.7990
188.5339,818.2894,27.7925
182.1560,790.6077,27.9876
175.1579,760.2339,26.7420
167.5694,727.2979,23.2642
159.4232,691.9408,27.9664
150.7540,654.3140,26.4111
141.5989,614.5787,25.2874
131.9973,572.9049,26.0503
121.9902,529.4712,24.0095
111.6204,484.4635,28.1518
100.9324,438.0746,25.8122
89.9719,390.5031,28.9342
78.7859,341.9527,26.4836
67.4222,292.6313,28.2554
55.9296,242.7501,27.3257
44.3573,192.5228,27.2906
32.7547,142.1643,26.1662
21.1475,91.7859,24.8126
9.6606,41.9296,27.3750
0.0000,0.0000,25.5359
0.0000,0.0000,28.9838
0.0000,0.0000,31.1474
0.0000,0.0000,28.5387
0.0000,0.0000,27.9496
0.0000,0.0000,28.0962
0.0000,0.0000,29.4025
0.0000,0.0000,28.4373
0.0000,0.0000,29.9378
0.0000,0.0000,32.1610
0.0000,0.0000,29.7403
0.0000,0.0000,32.6760
0.0000,0.0000,28.3918
0.0000,0.0000,31.7167
0.0000,0.0000,32.3950
0.0000,0.0000,32.4769
0.0000,0.0000,33.0324
0.0000,0.0000,34.1072
0.0000,0.0000,31.5414
0.0000,0.0000,33.4507
0.0000,0.0000,30.8473
0.0000,0.0000,34.2418
0.0000,0.0000,31.0113
0.0000,0.0000,33.8973
0.0000,0.0000,35.2003
0.0000,0.0000,35.7986
0.0000,0.0000,34.3707
0.0000,0.0000,33.3402
0.0000,0.0000,34.6934
0.0000,0.0000,36.5994
0.0000,0.0000,36.4347
0.0000,0.0000,35.8439
0.0000,0.0000,36.7718
0.0000,0.0000,36.2487
0.0000,0.0000,38.0556
0.0000,0.0000,33.1764
0.0000,0.0000,37.5276
0.0000,0.0000,39.6072
0.0000,0.0000,37.0841
0.0000,0.0000,36.8482
0.0000,0.0000,40.6441
0.0000,0.0000,36.0700
7.1933,31.2207,37.2786
18.6588,80.9843,38.3917
30.2494,131.2906,35.2604
41.8519,181.6491,37.0476
53.4351,231.9230,37.2032
64.9491,281.8971,34.8037
76.3447,331.3573,34.0275
87.5732,380.0920,34.3448
98.5864,427.8923,34.9768
109.3372,474.5537,34.9093
119.7795,519.8763,34.7737
129.5573,562.3145,34.9101
139.2638,604.4436,33.3953
148.5318,644.6694,33.5537
157.3217,682.8198,32.7988
165.5957,718.7312,32.1438
173.3184,752.2501,33.0213
180.4568,783.2327,31.8826
186.9803,811.5465,35.0456
192.8610,837.0703,32.5432
198.0736,859.6946,31.0542
200.0000,879.3226,32.2496
200.0000,895.8704,30.7464
200.0000,909.2670,30.5860
200.0000,919.4550,27.8324
200.0000,926.3909,27.1169
200.0000,930.0449,27.8180
200.0000,930.4013,30.2465
200.0000,927.4587,28.9229
200.0000,921.2297,28.7496
200.0000,911.7410,28.2802
200.0000,899.0330,27.0557
200.0000,883.1604,27.3702
199.1096,864.1910,28.6130
194.0443,842.2061,26.9491
188.3059,817.2998,23.7386
181.9190,789.5788,27.6544
174.9109,759.1617,25.5005
167.3116,726.1790,25.5378
159.1538,690.7716,26.3137
150.4723,653.0914,25.0500
141.3042,613.2996,25.3537
131.6889,571.5666,23.0542
121.6676,528.0712,27.5082
111.2831,482.9995,29.8395
100.5799,436.5447,28.0820
89.6039,388.9056,28.5611
78.4019,340.2862,25.1808
67.0222,290.8948,28.0752
55.5132,240.9427,26.8390
43.9244,190.6440,25.9495
32.3053,140.2140,26.5188
20.6828,89.7690,27.5664
9.1796,39.8418,27.9437
